Gene,Non-unique Gene name,Annotation,Gardnerella_greenwoodii_00703Dmash,Gardnerella_greenwoodii_101,Gardnerella_greenwoodii_c31Ua_26,Gardnerella_greenwoodii_UMB1686,Gardnerella_leopoldii_Ugent_06.41,Gardnerella_leopoldii_UMB0682,Gardnerella_leopoldii_UMB0742,Gardnerella_leopoldii_UMB0913,Gardnerella_leopoldii_UMB1489,Gardnerella_pickettii_00703Bmash,Gardnerella_pickettii_00703C2mash,Gardnerella_pickettii_c17Ua_112,Gardnerella_pickettii_GED7275B,Gardnerella_pickettii_JCP7659,Gardnerella_pickettii_JCP7719,Gardnerella_pickettii_JCP8017A,Gardnerella_pickettii_JCP8017B,Gardnerella_pickettii_UMB0830,Gardnerella_pickettii_UMB0833,Gardnerella_pickettii_UMB9259,Gardnerella_piotii_GH007,Gardnerella_piotii_GH020,Gardnerella_piotii_JNFY15,Gardnerella_piotii_UGent_18.01,Gardnerella_swidsinskii_GS_9838-1,Gardnerella_swidsinskii_GV37,Gardnerella_swidsinskii_JNFY3,Gardnerella_swidsinskii_UMB0170,Gardnerella_swidsinskii_UMB0264,Gardnerella_swidsinskii_UMB0411,Gardnerella_swidsinskii_UMB1698,Gardnerella_vaginalis_0288E,Gardnerella_vaginalis_1400E,Gardnerella_vaginalis_1500E,Gardnerella_vaginalis_284V,Gardnerella_vaginalis_315-A,Gardnerella_vaginalis_55152,Gardnerella_vaginalis_6119V5,Gardnerella_vaginalis_75712,Gardnerella_vaginalis_ATCC_14018-2,Gardnerella_vaginalis_ATCC_14018-3,Gardnerella_vaginalis_ATCC_14018,Gardnerella_vaginalis_ATCC_14019,Gardnerella_vaginalis_HMP9231
tal,tal,transaldolase,KJLOJH_04875,LNJOGA_03725,HJJLOO_02795,EPDCMN_01495,GPKCOC_03295,IHLOPM_01575,CLAOCJ_01720,GHNAGB_04205,IJGNPO_04115,KPEAED_02610,ELBENF_04215,LGGJCL_02310,DIAHAC_05290,IBBMBI_00345,EIINPM_02905,EHJGFL_03625,IKLBLD_01370,LFGIBF_03480,BMHCBD_00720,HEOCGC_02475,HIANCF_00810,PHGDKJ_03460,LJKDMD_00090,LEAIBD_03395,AJAHNJ_03005,PKJNEJ_05095,AMDBBD_01130,GPDHPC_03110,JCPCII_02625,NBEOAO_00380,PCCNPO_01455,PHLMCF_05225,PKBKFP_06155,PIBPLO_01655,ANPMBA_00290,BAFCMA_02780,BLBGDF_01125,EHBDBJ_05340,HJLJNF_04215,BAJPIG_03765,APGEGG_02365,NEBDOP_03250,MGPBOF_03935,DFCAKE_03810
pTC1,;pTC1,Phosphoprotein phosphatase;Protein phosphatase 2C;Serine/threonine protein phosphatase PrpC,KJLOJH_00710,LNJOGA_04220,HJJLOO_04555,EPDCMN_05255,GPKCOC_05320,IHLOPM_03620,CLAOCJ_05535,GHNAGB_00260,IJGNPO_00265,KPEAED_03305,ELBENF_00700,LGGJCL_05385,DIAHAC_03115,IBBMBI_04580,EIINPM_00060,EHJGFL_00545,IKLBLD_01060,LFGIBF_00295,BMHCBD_02550,HEOCGC_03490,HIANCF_03965,PHGDKJ_00325,LJKDMD_03190,LEAIBD_00310,AJAHNJ_00280,PKJNEJ_00165,AMDBBD_03365,GPDHPC_04750,JCPCII_01315,NBEOAO_04540,PCCNPO_04800,PHLMCF_01290,PKBKFP_00590,PIBPLO_00570,ANPMBA_04950,BAFCMA_06070,BLBGDF_00415,EHBDBJ_03080,HJLJNF_00770,BAJPIG_00340,APGEGG_01895,NEBDOP_00060,MGPBOF_00690,DFCAKE_00065
group_1750,;ftsW,Bacterial cell division membrane protein;Cell cycle protein FtsW/RodA/SpoVE family;Peptodoglycan polymerase FtsW/RodA/SpoVE,KJLOJH_00705,LNJOGA_04215,HJJLOO_04550,EPDCMN_05260,GPKCOC_05315,IHLOPM_03615,CLAOCJ_05540,GHNAGB_00255,IJGNPO_00260,KPEAED_03310,ELBENF_00705,LGGJCL_05390,DIAHAC_03110,IBBMBI_04585,EIINPM_00055,EHJGFL_00540,IKLBLD_01055,LFGIBF_00290,BMHCBD_02545,HEOCGC_03495,HIANCF_03970,PHGDKJ_00320,LJKDMD_03185,LEAIBD_00305,AJAHNJ_00275,PKJNEJ_00160,AMDBBD_03360,GPDHPC_04745,JCPCII_01310,NBEOAO_04545,PCCNPO_04805,PHLMCF_01295,PKBKFP_00585,PIBPLO_00575,ANPMBA_04945,BAFCMA_06075,BLBGDF_00410,EHBDBJ_03085,HJLJNF_00765,BAJPIG_00335,APGEGG_01900,NEBDOP_00065,MGPBOF_00695,DFCAKE_00070
group_1749,;ftsI,Penicillin binding protein transpeptidase;Penicillin-binding protein transpeptidase domain protein;Cell division protein FtsI peptidoglycan transpeptidase (Penicillin-binding protein 2);Putative penicillin-binding protein A,KJLOJH_00700,LNJOGA_04210,HJJLOO_04545,EPDCMN_05265,GPKCOC_05310,IHLOPM_03610,CLAOCJ_05545,GHNAGB_00250,IJGNPO_00255,KPEAED_03315,ELBENF_00710,LGGJCL_05395,DIAHAC_03105,IBBMBI_04590,EIINPM_00050,EHJGFL_00535,IKLBLD_01050,LFGIBF_00285,BMHCBD_02540,HEOCGC_03500,HIANCF_03975,PHGDKJ_00315,LJKDMD_03180,LEAIBD_00300,AJAHNJ_00270,PKJNEJ_00155,AMDBBD_03355,GPDHPC_04740,JCPCII_01305,NBEOAO_04550,PCCNPO_04810,PHLMCF_01300,PKBKFP_00580,PIBPLO_00580,ANPMBA_04940,BAFCMA_06080,BLBGDF_00405,EHBDBJ_03090,HJLJNF_00760,BAJPIG_00330,APGEGG_01905,NEBDOP_00070,MGPBOF_00700,DFCAKE_00075
group_1747,;sPS1,non-specific serine/threonine protein kinase;Serine/threonine protein kinase,KJLOJH_00695,LNJOGA_04205,HJJLOO_04540,EPDCMN_05270,GPKCOC_05305,IHLOPM_03605,CLAOCJ_05550,GHNAGB_00245,IJGNPO_00250,KPEAED_03320,ELBENF_00715,LGGJCL_05400,DIAHAC_03100,IBBMBI_04595,EIINPM_00045,EHJGFL_00530,IKLBLD_01045,LFGIBF_00280,BMHCBD_02535,HEOCGC_03505,HIANCF_03980,PHGDKJ_00310,LJKDMD_03175,LEAIBD_00295,AJAHNJ_00265,PKJNEJ_00150,AMDBBD_03350,GPDHPC_04735,JCPCII_01300,NBEOAO_04555,PCCNPO_04815,PHLMCF_01305,PKBKFP_00575,PIBPLO_00585,ANPMBA_04935,BAFCMA_06085,BLBGDF_00400,EHBDBJ_03095,HJLJNF_00755,BAJPIG_00325,APGEGG_01910,NEBDOP_00075,MGPBOF_00705;MGPBOF_00710,DFCAKE_00080
yraQ,;yraQ,Permease;Uncharacterized membrane protein YraQ UPF0718 family,KJLOJH_00615,LNJOGA_04125,HJJLOO_04460,EPDCMN_05350,GPKCOC_05225,IHLOPM_03525,CLAOCJ_05625,GHNAGB_00170,IJGNPO_00170,KPEAED_03395,ELBENF_00790,LGGJCL_05475,DIAHAC_03025,IBBMBI_05070,EIINPM_01170,EHJGFL_04970,IKLBLD_00970,LFGIBF_00205,BMHCBD_02460,HEOCGC_03580,HIANCF_04060,PHGDKJ_00230,LJKDMD_03095,LEAIBD_00215,AJAHNJ_00190,PKJNEJ_00075,AMDBBD_03275,GPDHPC_04660,JCPCII_01225,NBEOAO_04630,PCCNPO_04890,PHLMCF_01380,PKBKFP_02250,PIBPLO_00715,ANPMBA_04860,BAFCMA_06160,BLBGDF_00320,EHBDBJ_03175,HJLJNF_00680,BAJPIG_00250,APGEGG_01985,NEBDOP_00150,MGPBOF_00790,DFCAKE_00155
mscL,mscL,large conductance mechanosensitive channel protein MscL,KJLOJH_00730,LNJOGA_04240,HJJLOO_04575,EPDCMN_05235,GPKCOC_05340,IHLOPM_03640,CLAOCJ_05515,GHNAGB_00280,IJGNPO_00285,KPEAED_03285,ELBENF_00680,LGGJCL_05365,DIAHAC_03135,IBBMBI_04560,EIINPM_00080,EHJGFL_00565,IKLBLD_01080,LFGIBF_00315,BMHCBD_02570,HEOCGC_03470,HIANCF_03945,PHGDKJ_00345,LJKDMD_03210,LEAIBD_00330,AJAHNJ_00300,PKJNEJ_00185,AMDBBD_03385,GPDHPC_04770,JCPCII_01335,NBEOAO_04520,PCCNPO_04780,PHLMCF_01270,PKBKFP_00610,PIBPLO_00550,ANPMBA_04970,BAFCMA_06045,BLBGDF_00435,EHBDBJ_03060,HJLJNF_00790,BAJPIG_00360,APGEGG_01875,NEBDOP_00040,MGPBOF_00670,DFCAKE_00045
group_1725,,DUF3566 domain-containing protein,KJLOJH_00735,LNJOGA_04245,HJJLOO_04580,EPDCMN_05230,GPKCOC_05345,IHLOPM_03645,CLAOCJ_05510,GHNAGB_00285,IJGNPO_00290,KPEAED_03280,ELBENF_00675,LGGJCL_05360,DIAHAC_03140,IBBMBI_04555,EIINPM_00085,EHJGFL_00570,IKLBLD_01085,LFGIBF_00320,BMHCBD_02575,HEOCGC_03465,HIANCF_03940,PHGDKJ_00350,LJKDMD_03215,LEAIBD_00335,AJAHNJ_00305,PKJNEJ_00190,AMDBBD_03390,GPDHPC_04775,JCPCII_01340,NBEOAO_04515,PCCNPO_04775,PHLMCF_01265,PKBKFP_00615,PIBPLO_00545,ANPMBA_04975,BAFCMA_06040,BLBGDF_00440,EHBDBJ_03055,HJLJNF_00795,BAJPIG_00365,APGEGG_01870,NEBDOP_00035,MGPBOF_00665,DFCAKE_00040
group_1717,pknB,Stk1 family PASTA domain-containing Ser/Thr kinase,KJLOJH_00690,LNJOGA_04200,HJJLOO_04535,EPDCMN_05275,GPKCOC_05300,IHLOPM_03600,CLAOCJ_05555,GHNAGB_00240,IJGNPO_00245,KPEAED_03325,ELBENF_00720,LGGJCL_05405,DIAHAC_03095,IBBMBI_04600,EIINPM_00040,EHJGFL_00525,IKLBLD_01040,LFGIBF_00275,BMHCBD_02530,HEOCGC_03510,HIANCF_03985,PHGDKJ_00305,LJKDMD_03170,LEAIBD_00290,AJAHNJ_00260,PKJNEJ_00145,AMDBBD_03345,GPDHPC_04730,JCPCII_01295,NBEOAO_04560,PCCNPO_04820,PHLMCF_01310,PKBKFP_00570,PIBPLO_00590,ANPMBA_04930,BAFCMA_06090,BLBGDF_00395,EHBDBJ_03100,HJLJNF_00750,BAJPIG_00320,APGEGG_01915,NEBDOP_00080,MGPBOF_00715,DFCAKE_00085
cynT,cynT;,Carbonic anhydrase,KJLOJH_00620,LNJOGA_04130,HJJLOO_04465,EPDCMN_05345,GPKCOC_05230,IHLOPM_03530,CLAOCJ_05620,GHNAGB_00175,IJGNPO_00175,KPEAED_03390,ELBENF_00785,LGGJCL_05470,DIAHAC_03030,IBBMBI_05075,EIINPM_01165,EHJGFL_04965,IKLBLD_00975,LFGIBF_00210,BMHCBD_02465,HEOCGC_03575,HIANCF_04055,PHGDKJ_00235,LJKDMD_03100,LEAIBD_00220,AJAHNJ_00195,PKJNEJ_00080,AMDBBD_03280,GPDHPC_04665,JCPCII_01230,NBEOAO_04625,PCCNPO_04885,PHLMCF_01375,PKBKFP_00500,PIBPLO_00710,ANPMBA_04865,BAFCMA_06155,BLBGDF_00325,EHBDBJ_03170,HJLJNF_00685,BAJPIG_00255,APGEGG_01980,NEBDOP_00145,MGPBOF_00785,DFCAKE_00150
rpmB,rpmB,50S ribosomal protein L28,KJLOJH_02555,LNJOGA_01200,HJJLOO_02080,EPDCMN_03795,GPKCOC_00440,IHLOPM_04970,CLAOCJ_04215,GHNAGB_01595,IJGNPO_01610,KPEAED_05170,ELBENF_01965,LGGJCL_03845,DIAHAC_02175,IBBMBI_02770,EIINPM_04825,EHJGFL_02855,IKLBLD_03215,LFGIBF_02010,BMHCBD_05910,HEOCGC_01055,HIANCF_02310,PHGDKJ_01965,LJKDMD_04815,LEAIBD_01930,AJAHNJ_01750,PKJNEJ_01710,AMDBBD_04755,GPDHPC_03580,JCPCII_04610,NBEOAO_03135,PCCNPO_03385,PHLMCF_03590,PKBKFP_05085,PIBPLO_04585,ANPMBA_04175,BAFCMA_05605,BLBGDF_02400,EHBDBJ_04070,HJLJNF_02445,BAJPIG_02095,APGEGG_05840,NEBDOP_04920,MGPBOF_05660,DFCAKE_01885
yjjB,;yjjB,Threonine/serine exporter family protein;DUF3815 domain-containing protein,KJLOJH_00630,LNJOGA_04140,HJJLOO_04475,EPDCMN_05335,GPKCOC_05240,IHLOPM_03540,CLAOCJ_05610,GHNAGB_00185,IJGNPO_00185,KPEAED_03380,ELBENF_00775,LGGJCL_05460,DIAHAC_03040,IBBMBI_05840,EIINPM_01155,EHJGFL_06650,IKLBLD_00985,LFGIBF_00220,BMHCBD_02475,HEOCGC_03565,HIANCF_04045,PHGDKJ_00245,LJKDMD_03110,LEAIBD_00230,AJAHNJ_00205,PKJNEJ_00090,AMDBBD_03290,GPDHPC_04675,JCPCII_01240,NBEOAO_04615,PCCNPO_04875,PHLMCF_01365,PKBKFP_00510,PIBPLO_00700,ANPMBA_04875,BAFCMA_06145,BLBGDF_00335,EHBDBJ_03160,HJLJNF_00695,BAJPIG_00265,APGEGG_01970,NEBDOP_00135,MGPBOF_00775,DFCAKE_00140
group_1632,,Teichoic acid transporter,KJLOJH_01575,LNJOGA_05080,HJJLOO_05435,EPDCMN_04375,GPKCOC_06140,IHLOPM_04445,CLAOCJ_04730,GHNAGB_01075,IJGNPO_01090,KPEAED_04405,ELBENF_05870,LGGJCL_04570,DIAHAC_03930,IBBMBI_02970,EIINPM_05305,EHJGFL_04050,IKLBLD_00475,LFGIBF_01170,BMHCBD_03400,HEOCGC_01870,HIANCF_03145,PHGDKJ_01140,LJKDMD_04005,LEAIBD_01115,AJAHNJ_01210,PKJNEJ_01175,AMDBBD_04225,GPDHPC_05585,JCPCII_00555,NBEOAO_03660,PCCNPO_03915,PHLMCF_06730,PKBKFP_02710,PIBPLO_05820,ANPMBA_00960,BAFCMA_05055,BLBGDF_02700,EHBDBJ_00715,HJLJNF_06495,BAJPIG_06005,APGEGG_06265,NEBDOP_00995,MGPBOF_01655,DFCAKE_05955
crgA,crgA,cell division protein CrgA,KJLOJH_00675,LNJOGA_04185,HJJLOO_04520,EPDCMN_05290,GPKCOC_05285,IHLOPM_03585,CLAOCJ_05570,GHNAGB_00225,IJGNPO_00230,KPEAED_03340,ELBENF_00735,LGGJCL_05420,DIAHAC_03080,IBBMBI_04615,EIINPM_00025,EHJGFL_00510,IKLBLD_01025,LFGIBF_00260,BMHCBD_02515,HEOCGC_03525,HIANCF_04000,PHGDKJ_00290,LJKDMD_03155,LEAIBD_00275,AJAHNJ_00245,PKJNEJ_00130,AMDBBD_03330,GPDHPC_04715,JCPCII_01280,NBEOAO_04575,PCCNPO_04835,PHLMCF_01325,PKBKFP_00555,PIBPLO_00605,ANPMBA_04915,BAFCMA_06105,BLBGDF_00380,EHBDBJ_03115,HJLJNF_00735,BAJPIG_00305,APGEGG_01930,NEBDOP_00095,MGPBOF_00730,DFCAKE_00100
rpsR,rpsR,30S ribosomal protein S18,KJLOJH_02580,LNJOGA_01225,HJJLOO_02055,EPDCMN_03770,GPKCOC_00415,IHLOPM_04945,CLAOCJ_04240,GHNAGB_01570,IJGNPO_01585,KPEAED_05140,ELBENF_01990,LGGJCL_03870,DIAHAC_02150,IBBMBI_01530,EIINPM_05700,EHJGFL_00900,IKLBLD_04360,LFGIBF_01980,BMHCBD_05880,HEOCGC_01085,HIANCF_02335,PHGDKJ_01940,LJKDMD_04790,LEAIBD_01905,AJAHNJ_01725,PKJNEJ_01685,AMDBBD_04730,GPDHPC_03555,JCPCII_04585,NBEOAO_03160,PCCNPO_03410,PHLMCF_03560,PKBKFP_05050,PIBPLO_04560,ANPMBA_03025,BAFCMA_05635,BLBGDF_02440,EHBDBJ_04095,HJLJNF_02410,BAJPIG_02065,APGEGG_06595,NEBDOP_04950,MGPBOF_05690,DFCAKE_01855
clpA~~~clpC,clpA;clpC,ATP-dependent Clp protease ATP-binding subunit ClpA;ATP-dependent Clp protease ATP-binding subunit ClpC,KJLOJH_04260,LNJOGA_03100,HJJLOO_00455,EPDCMN_02170,GPKCOC_02595,IHLOPM_02275,CLAOCJ_02420,GHNAGB_03505,IJGNPO_03400,KPEAED_02110,ELBENF_04680,LGGJCL_01850,DIAHAC_05750,IBBMBI_03920,EIINPM_03365,EHJGFL_03165,IKLBLD_01830,LFGIBF_03940,BMHCBD_00260,HEOCGC_02935,HIANCF_00320,PHGDKJ_03940,LJKDMD_00550,LEAIBD_03855,AJAHNJ_05365,PKJNEJ_03975,AMDBBD_00340,GPDHPC_00815,JCPCII_03280,NBEOAO_01215,PCCNPO_05935,PHLMCF_05600,PKBKFP_04835,PIBPLO_02660,ANPMBA_02570,BAFCMA_01000,BLBGDF_03280,EHBDBJ_01835,HJLJNF_04880,BAJPIG_04395,APGEGG_04790,NEBDOP_02620,MGPBOF_03300,DFCAKE_04355
cspC,cspC;,Cold shock protein CspA family;Cold shock protein,KJLOJH_04250,LNJOGA_03090,HJJLOO_00465,EPDCMN_02180,GPKCOC_02585,IHLOPM_02285,CLAOCJ_02430,GHNAGB_03495,IJGNPO_03390,KPEAED_02100,ELBENF_04690,LGGJCL_01840,DIAHAC_05760,IBBMBI_03910,EIINPM_03375,EHJGFL_03155,IKLBLD_01840,LFGIBF_03950,BMHCBD_00250,HEOCGC_02945,HIANCF_00310,PHGDKJ_03950,LJKDMD_00560,LEAIBD_03865,AJAHNJ_05355,PKJNEJ_03965,AMDBBD_00330,GPDHPC_00825,JCPCII_03270,NBEOAO_01225,PCCNPO_05925,PHLMCF_05610,PKBKFP_04825,PIBPLO_02650,ANPMBA_02560,BAFCMA_01010,BLBGDF_03290,EHBDBJ_01825,HJLJNF_04890,BAJPIG_04405,APGEGG_04780,NEBDOP_02610,MGPBOF_03290,DFCAKE_04365
walK,;walK,histidine kinase;Sensor histidine kinase WalK,KJLOJH_04245,LNJOGA_03085,HJJLOO_00470,EPDCMN_02185,GPKCOC_02580,IHLOPM_02290,CLAOCJ_02435,GHNAGB_03490,IJGNPO_03385,KPEAED_02095,ELBENF_04695,LGGJCL_01835,DIAHAC_05765,IBBMBI_03905,EIINPM_03380,EHJGFL_03150,IKLBLD_01845,LFGIBF_03955,BMHCBD_00245,HEOCGC_02950,HIANCF_00305,PHGDKJ_03955,LJKDMD_00565,LEAIBD_03870,AJAHNJ_05350,PKJNEJ_03960,AMDBBD_00325,GPDHPC_00830,JCPCII_03265,NBEOAO_01230,PCCNPO_05920,PHLMCF_05615,PKBKFP_04820,PIBPLO_02645,ANPMBA_02555,BAFCMA_01015,BLBGDF_03295,EHBDBJ_01820,HJLJNF_04895,BAJPIG_04410,APGEGG_04775,NEBDOP_02605,MGPBOF_03285,DFCAKE_04370
group_1588,ompR,DNA-binding response regulator OmpR family contains REC and winged-helix (wHTH) domain,KJLOJH_04240,LNJOGA_03080,HJJLOO_00475,EPDCMN_02190,GPKCOC_02575,IHLOPM_02295,CLAOCJ_02440,GHNAGB_03485,IJGNPO_03380,KPEAED_02090,ELBENF_04700,LGGJCL_01830,DIAHAC_05770,IBBMBI_03900,EIINPM_03385,EHJGFL_03145,IKLBLD_01850,LFGIBF_03960,BMHCBD_00240,HEOCGC_02955,HIANCF_00300,PHGDKJ_03960,LJKDMD_00570,LEAIBD_03875,AJAHNJ_05345,PKJNEJ_03955,AMDBBD_00320,GPDHPC_00835,JCPCII_03260,NBEOAO_01235,PCCNPO_05915,PHLMCF_05620,PKBKFP_04815,PIBPLO_02640,ANPMBA_02550,BAFCMA_01020,BLBGDF_03300,EHBDBJ_01815,HJLJNF_04900,BAJPIG_04415,APGEGG_04770,NEBDOP_02600,MGPBOF_03280,DFCAKE_04375
rsmH,rsmH,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,KJLOJH_05500,LNJOGA_05685,HJJLOO_03775,EPDCMN_00515,GPKCOC_04060,IHLOPM_00600,CLAOCJ_00965,GHNAGB_04950,IJGNPO_04865,KPEAED_00575,ELBENF_02750,LGGJCL_00600,DIAHAC_01440,IBBMBI_01300,EIINPM_04225,EHJGFL_04530,IKLBLD_02420,LFGIBF_05295,BMHCBD_05145,HEOCGC_05715,HIANCF_05260,PHGDKJ_05245,LJKDMD_01920,LEAIBD_05125,AJAHNJ_03745,PKJNEJ_06145,AMDBBD_02015,GPDHPC_02380,JCPCII_04200,NBEOAO_05480,PCCNPO_00655,PHLMCF_02455,PKBKFP_03800,PIBPLO_02315,ANPMBA_01600,BAFCMA_04410,BLBGDF_04355,EHBDBJ_03675,HJLJNF_05855,BAJPIG_05375,APGEGG_00735,NEBDOP_01630,MGPBOF_02285,DFCAKE_05320
tadA,;tadA,tRNA-specific adenosine deaminase;tRNA(Arg) A34 adenosine deaminase TadA,KJLOJH_00455,LNJOGA_03965,HJJLOO_04300,EPDCMN_05510,GPKCOC_05100,IHLOPM_03405,CLAOCJ_05745,GHNAGB_00050,IJGNPO_00050,KPEAED_03585,ELBENF_00970,LGGJCL_05660,DIAHAC_02840,IBBMBI_00920,EIINPM_01655,EHJGFL_01055,IKLBLD_06075,LFGIBF_00020,BMHCBD_02250,HEOCGC_03780,HIANCF_04245,PHGDKJ_00045,LJKDMD_02910,LEAIBD_00035,AJAHNJ_00065,PKJNEJ_07280,AMDBBD_03150,GPDHPC_04535,JCPCII_01100,NBEOAO_04755,PCCNPO_05010,PHLMCF_01585,PKBKFP_02085,PIBPLO_00890,ANPMBA_04660,BAFCMA_06360,BLBGDF_00155,EHBDBJ_03335,HJLJNF_00475,BAJPIG_00050,APGEGG_02185,NEBDOP_00350,MGPBOF_00990,DFCAKE_00355
esxA,esxA;,Secreted virulence factor YukE/EsxA WXG100 family;ESAT-6-like protein,KJLOJH_04230,LNJOGA_03070,HJJLOO_00485,EPDCMN_02200,GPKCOC_02565,IHLOPM_02305,CLAOCJ_02450,GHNAGB_03475,IJGNPO_03370,KPEAED_02080,ELBENF_04710,LGGJCL_01820,DIAHAC_05780,IBBMBI_03890,EIINPM_03395,EHJGFL_03135,IKLBLD_01860,LFGIBF_03970,BMHCBD_00230,HEOCGC_02965,HIANCF_00290,PHGDKJ_03970,LJKDMD_00580,LEAIBD_03885,AJAHNJ_05335,PKJNEJ_03945,AMDBBD_00310,GPDHPC_00845,JCPCII_03250,NBEOAO_01245,PCCNPO_05905,PHLMCF_05630,PKBKFP_04805,PIBPLO_02630,ANPMBA_02540,BAFCMA_01030,BLBGDF_03310,EHBDBJ_01805,HJLJNF_04910,BAJPIG_04425,APGEGG_04760,NEBDOP_02590,MGPBOF_03270,DFCAKE_04385
groL,groL,chaperonin GroEL,KJLOJH_04225,LNJOGA_03065,HJJLOO_00490,EPDCMN_02205,GPKCOC_02560,IHLOPM_02310,CLAOCJ_02455,GHNAGB_03470,IJGNPO_03365,KPEAED_02075,ELBENF_04715,LGGJCL_01815,DIAHAC_05785,IBBMBI_03885,EIINPM_03400,EHJGFL_03130,IKLBLD_01865,LFGIBF_03975,BMHCBD_00225,HEOCGC_02970,HIANCF_00285,PHGDKJ_03975,LJKDMD_00585,LEAIBD_03890,AJAHNJ_05330,PKJNEJ_03940,AMDBBD_00305,GPDHPC_00850,JCPCII_03245,NBEOAO_01250,PCCNPO_05900,PHLMCF_05635,PKBKFP_04800,PIBPLO_02625,ANPMBA_02535,BAFCMA_01035,BLBGDF_03315,EHBDBJ_01800,HJLJNF_04915,BAJPIG_04430,APGEGG_04755,NEBDOP_02585,MGPBOF_03265,DFCAKE_04390
ftsI,;ftsI,Cell division protein;Cell division protein FtsI peptidoglycan transpeptidase (Penicillin-binding protein 2),KJLOJH_05510,LNJOGA_05695,HJJLOO_03765,EPDCMN_00525,GPKCOC_04050,IHLOPM_00610,CLAOCJ_00975,GHNAGB_04940,IJGNPO_04855,KPEAED_00585,ELBENF_02740,LGGJCL_00610,DIAHAC_01430,IBBMBI_01310,EIINPM_04235,EHJGFL_04540,IKLBLD_02410,LFGIBF_05285,BMHCBD_05135,HEOCGC_05725,HIANCF_05270,PHGDKJ_05235,LJKDMD_01910,LEAIBD_05115,AJAHNJ_03735,PKJNEJ_06135,AMDBBD_02005,GPDHPC_02390,JCPCII_04210,NBEOAO_05490,PCCNPO_00665,PHLMCF_02445,PKBKFP_03810,PIBPLO_02305,ANPMBA_01610,BAFCMA_04400,BLBGDF_04345,EHBDBJ_03685,HJLJNF_05845,BAJPIG_05365,APGEGG_00725,NEBDOP_01640,MGPBOF_02295;MGPBOF_02300,DFCAKE_05310
tACO1,tACO1,YebC/PmpR family DNA-binding transcriptional regulator,KJLOJH_04620,LNJOGA_03465,HJJLOO_00060,EPDCMN_01775,GPKCOC_03035,IHLOPM_01835,CLAOCJ_01980,GHNAGB_03945,IJGNPO_03855,KPEAED_02230,ELBENF_04560,LGGJCL_01970,DIAHAC_05630,IBBMBI_04040,EIINPM_03245,EHJGFL_03285,IKLBLD_01710,LFGIBF_03820,BMHCBD_00380,HEOCGC_02815,HIANCF_00440,PHGDKJ_03820,LJKDMD_00430,LEAIBD_03735,AJAHNJ_02700,PKJNEJ_04825,AMDBBD_00860,GPDHPC_00205,JCPCII_01845,NBEOAO_00690,PCCNPO_01765,PHLMCF_04885,PKBKFP_06505,PIBPLO_05185,ANPMBA_04575,BAFCMA_02440,BLBGDF_01470,EHBDBJ_05070,HJLJNF_03875,BAJPIG_03425,APGEGG_02705,NEBDOP_03590,MGPBOF_04280,DFCAKE_03465
ruvC,ruvC,crossover junction endodeoxyribonuclease RuvC,KJLOJH_04615,LNJOGA_03460,HJJLOO_00065,EPDCMN_01780,GPKCOC_03030,IHLOPM_01840,CLAOCJ_01985,GHNAGB_03940,IJGNPO_03850,KPEAED_02235,ELBENF_04555,LGGJCL_01975,DIAHAC_05625,IBBMBI_04045,EIINPM_03240,EHJGFL_03290,IKLBLD_01705,LFGIBF_03815,BMHCBD_00385,HEOCGC_02810,HIANCF_00445,PHGDKJ_03815,LJKDMD_00425,LEAIBD_03730,AJAHNJ_02695,PKJNEJ_04820,AMDBBD_00855,GPDHPC_00210,JCPCII_01850,NBEOAO_00695,PCCNPO_01770,PHLMCF_04890,PKBKFP_06500,PIBPLO_05190,ANPMBA_04580,BAFCMA_02445,BLBGDF_01465,EHBDBJ_05065,HJLJNF_03880,BAJPIG_03430,APGEGG_02700,NEBDOP_03585,MGPBOF_04275,DFCAKE_03470
dps,dps,DNA-binding ferritin-like protein (oxidative damage protectant),KJLOJH_00600,LNJOGA_04110,HJJLOO_04445,EPDCMN_05365,GPKCOC_05210,IHLOPM_03510,CLAOCJ_05640,GHNAGB_00155,IJGNPO_00155,KPEAED_03410,ELBENF_00805,LGGJCL_05490,DIAHAC_03010,IBBMBI_05055,EIINPM_01185,EHJGFL_04985,IKLBLD_00955,LFGIBF_00190,BMHCBD_02445,HEOCGC_03595,HIANCF_04080,PHGDKJ_00210,LJKDMD_03080,LEAIBD_00200,AJAHNJ_00175,PKJNEJ_00060,AMDBBD_03260,GPDHPC_04645,JCPCII_01210,NBEOAO_04645,PCCNPO_04905,PHLMCF_01395,PKBKFP_02235,PIBPLO_00730,ANPMBA_04845,BAFCMA_06175,BLBGDF_00305,EHBDBJ_03190,HJLJNF_00665,BAJPIG_00235,APGEGG_02000,NEBDOP_00165,MGPBOF_00805,DFCAKE_00170
